3.904038591822048265e-01,5.722769066212046729e-01,1.000000000000000000e+00
2.450435878167776804e-01,6.336549830202253819e-01,1.000000000000000000e+00
6.235814318439317772e-01,3.126284546277667276e-01,1.000000000000000000e+00
2.229752077551673262e-01,2.942438416079335983e-01,0.000000000000000000e+00
5.217320246323025046e-01,4.012298912933049411e-01,1.000000000000000000e+00
3.606265848392055662e-01,7.318635856339605894e-01,1.000000000000000000e+00
5.563555289183472752e-01,2.416737458178460918e-01,0.000000000000000000e+00
4.359804114346168546e-01,2.907662225528283018e-01,0.000000000000000000e+00
6.930208174457345160e-01,1.991823548657891130e-01,1.000000000000000000e+00
6.242567249216760539e-01,2.554086565430555567e-01,1.000000000000000000e+00
4.712006409451492961e-01,6.492492501641042857e-01,1.000000000000000000e+00
3.456879656501624098e-01,2.697740762276883419e-01,0.000000000000000000e+00
4.767589956601058221e-01,2.922943715419852873e-01,0.000000000000000000e+00
5.637000600264696626e-02,9.499269695865175667e-01,1.000000000000000000e+00
5.864830189973199159e-01,3.550661653199486123e-01,1.000000000000000000e+00
5.645408237275728602e-01,6.861922406073349689e-01,1.000000000000000000e+00
8.637875394788229189e-01,3.293921421108265690e-01,0.000000000000000000e+00
4.281921344223781345e-01,2.166967330731834063e-01,0.000000000000000000e+00
4.471276233107931430e-01,5.836181848982483489e-01,1.000000000000000000e+00
4.285335232844328934e-01,7.274783058143146075e-01,1.000000000000000000e+00
2.864804939952605434e-01,2.728438854175222472e-01,0.000000000000000000e+00
5.159220992301499081e-02,2.568257192007075695e-01,0.000000000000000000e+00
2.443958161947468455e-01,7.505107193904304586e-01,1.000000000000000000e+00
3.486363107481595391e-01,2.990505138005773444e-01,0.000000000000000000e+00
4.895438460196793184e-01,3.395843947841394317e-01,0.000000000000000000e+00
2.215473871361909042e-01,2.392797331770107616e-01,0.000000000000000000e+00
5.099277096445177238e-01,2.536390306497861014e-01,0.000000000000000000e+00
4.436393933657125643e-01,2.978806497577426438e-01,0.000000000000000000e+00
4.072617836903993926e-01,5.044921751521243003e-01,1.000000000000000000e+00
4.405565967872149824e-01,4.028681956143091991e-01,1.000000000000000000e+00
4.868295270827198706e-01,2.582203983757819232e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.293728204067634113e-01,1.454281061259024566e-01,1.000000000000000000e+00
5.717241080118997676e-01,4.692792356506292339e-01,0.000000000000000000e+00
3.254660747915686381e-01,6.348742797288767781e-01,1.000000000000000000e+00
5.467949391579218776e-01,3.195988758730912149e-01,1.000000000000000000e+00
3.814986600479838841e-01,2.640835423769835044e-01,0.000000000000000000e+00
5.123112766589934530e-01,3.126129180183894740e-01,0.000000000000000000e+00
3.881849431680773899e-01,5.982967613789709205e-01,1.000000000000000000e+00
9.225921078733727299e-02,1.000000000000000000e+00,1.000000000000000000e+00
6.665211891334498207e-01,3.209809521932537324e-01,1.000000000000000000e+00
3.751114529564265054e-01,2.854295465260107134e-01,0.000000000000000000e+00
3.714071592564579527e-01,6.883288235582561976e-01,1.000000000000000000e+00
7.600970713661463485e-01,2.347511315880135840e-01,0.000000000000000000e+00
6.488314633046556867e-01,4.454632285931156566e-01,1.000000000000000000e+00
6.597351911764204324e-01,2.436985235654124393e-01,0.000000000000000000e+00
4.648173298558785915e-01,3.883204764359810546e-01,1.000000000000000000e+00
4.671607976243869476e-01,2.975922199472834651e-01,0.000000000000000000e+00
2.060219859983308255e-01,7.029325093062215313e-01,1.000000000000000000e+00
3.443349499581009332e-01,5.306502924234219876e-01,1.000000000000000000e+00
4.927101525533718607e-01,2.998724901921215324e-01,0.000000000000000000e+00
3.853761939163950490e-01,6.420536626670326763e-01,1.000000000000000000e+00
5.732190375935163340e-01,3.123704252430593575e-01,0.000000000000000000e+00
2.703237356334534658e-01,2.261504248728918309e-01,0.000000000000000000e+00
6.453078243799862390e-01,2.471518542622251902e-01,1.000000000000000000e+00
7.813162383605589678e-01,2.725661604511406821e-01,0.000000000000000000e+00
8.792636433223036674e-01,2.728181981804650991e-01,0.000000000000000000e+00
4.809315895591472767e-01,4.499959676865036284e-01,1.000000000000000000e+00
