5.936407822737176376e-01,8.081037485970945511e-01,1.000000000000000000e+00
8.665031002285352724e-01,4.801828173677769040e-01,0.000000000000000000e+00
6.161941541967923541e-01,1.827007866070886125e-02,1.000000000000000000e+00
6.332387450152858754e-01,6.275803221965350343e-01,0.000000000000000000e+00
7.102396349181869795e-01,4.507423977385174862e-01,0.000000000000000000e+00
7.355396332471734189e-01,4.382339531242376851e-01,0.000000000000000000e+00
4.430175367776945095e-01,7.582045696295506287e-01,1.000000000000000000e+00
5.607122132545946380e-01,1.576951130438118132e-01,1.000000000000000000e+00
1.553610387598887421e-01,2.926148285664380566e-01,1.000000000000000000e+00
4.799205630830750136e-01,6.742638145927289939e-01,1.000000000000000000e+00
8.466665402981432553e-01,7.561666739906555135e-01,0.000000000000000000e+00
8.083241216354138947e-01,3.129320733578334068e-01,0.000000000000000000e+00
5.676390428486306483e-01,2.147587329953662694e-01,1.000000000000000000e+00
7.917635146434448545e-01,6.806669423508189265e-01,0.000000000000000000e+00
6.025840273575787664e-01,1.349478753681403187e-01,1.000000000000000000e+00
7.067603414064443923e-01,1.858436657008580295e-01,0.000000000000000000e+00
8.210758970041884819e-01,4.612439071250587497e-01,0.000000000000000000e+00
5.891749569026993871e-01,2.414575612154258866e-01,1.000000000000000000e+00
8.190752835814619770e-01,6.510529335392991612e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.773672317667492226e-01,0.000000000000000000e+00
8.894441037659222005e-01,6.396012902605705541e-01,0.000000000000000000e+00
6.796483467211631435e-01,2.660464632543062535e-01,1.000000000000000000e+00
4.580652484122740287e-01,7.961966696666068488e-01,1.000000000000000000e+00
6.768124637275468869e-01,4.638049231516015447e-01,1.000000000000000000e+00
7.049334453255946542e-01,2.320776653167402337e-01,1.000000000000000000e+00
8.407872980957410425e-01,4.550056375416186016e-01,0.000000000000000000e+00
5.412161375742515768e-01,5.414491190751820060e-01,0.000000000000000000e+00
6.623113733202894426e-01,1.164128506973720334e-01,1.000000000000000000e+00
7.188709302502478415e-01,1.216927832165748402e-01,1.000000000000000000e+00
4.194191355348978467e-01,6.062542487096961308e-01,0.000000000000000000e+00
2.294333027374223788e-01,6.237193559931536457e-01,1.000000000000000000e+00
5.000724329609527175e-01,2.359403752075499017e-01,1.000000000000000000e+00
8.136718300411660554e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.868221763831141802e-01,3.276905797562639222e-01,0.000000000000000000e+00
9.073367567223187269e-01,6.675492448120656785e-01,0.000000000000000000e+00
6.117018190485397078e-01,3.221820941271562044e-01,0.000000000000000000e+00
6.630142813517508893e-01,3.139628143737750454e-01,1.000000000000000000e+00
9.788111477845139463e-01,3.991964956962272271e-01,0.000000000000000000e+00
4.723419294281045455e-01,2.662500043488336132e-01,1.000000000000000000e+00
3.160509961820405223e-01,5.271919694130756673e-01,1.000000000000000000e+00
