,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,apgd,0.031,baard_2stage,12.8,32.1
1,apgd,0.031,baard_3stage,17.9,51.5
2,apgd,0.031,fs,4.9,69.69999999999999
3,apgd,0.031,lid,0.0,0.5
4,apgd,0.031,rc,0.4,0.5
5,apgd,0.031,magnet,0.1,30.2
6,apgd,0.3,baard_2stage,12.8,91.2
7,apgd,0.3,baard_3stage,17.9,92.5
8,apgd,0.3,fs,4.9,2.3
9,apgd,0.3,lid,1.9,15.6
10,apgd,0.3,rc,0.4,0.0
11,apgd,0.3,magnet,0.1,8.0
12,apgd,0.6,baard_2stage,12.8,100.0
13,apgd,0.6,baard_3stage,17.9,100.0
14,apgd,0.6,fs,4.9,0.3
15,apgd,0.6,lid,1.7999999999999998,23.7
16,apgd,0.6,rc,0.4,0.0
17,apgd,0.6,magnet,0.1,99.3
18,apgd,1.0,baard_2stage,12.8,100.0
19,apgd,1.0,baard_3stage,17.9,100.0
20,apgd,1.0,fs,4.9,0.2
21,apgd,1.0,lid,0.1,0.1
22,apgd,1.0,rc,0.4,0.0
23,apgd,1.0,magnet,0.1,100.0
24,apgd,1.5,baard_2stage,12.8,100.0
25,apgd,1.5,baard_3stage,17.9,100.0
26,apgd,1.5,fs,4.9,0.7000000000000001
27,apgd,1.5,lid,1.6,10.0
28,apgd,1.5,rc,89.5,10.5
29,apgd,1.5,magnet,0.1,100.0
30,apgd1,0.3,baard_2stage,12.8,99.2
31,apgd1,0.3,baard_3stage,17.9,99.2
32,apgd1,0.3,fs,4.9,99.2
33,apgd1,0.3,lid,0.0,99.1
34,apgd1,0.3,rc,0.4,99.4
35,apgd1,0.3,magnet,0.1,92.9
36,apgd1,0.6,baard_2stage,12.8,98.0
37,apgd1,0.6,baard_3stage,17.9,98.0
38,apgd1,0.6,fs,4.9,97.89999999999999
39,apgd1,0.6,lid,0.0,97.5
40,apgd1,0.6,rc,0.4,98.3
41,apgd1,0.6,magnet,0.1,92.9
42,apgd1,1.0,baard_2stage,12.8,96.8
43,apgd1,1.0,baard_3stage,17.9,97.0
44,apgd1,1.0,fs,4.9,96.7
45,apgd1,1.0,lid,0.0,95.8
46,apgd1,1.0,rc,0.4,96.5
47,apgd1,1.0,magnet,0.1,92.7
48,apgd1,1.5,baard_2stage,12.8,95.3
49,apgd1,1.5,baard_3stage,17.9,95.6
50,apgd1,1.5,fs,4.9,96.39999999999999
51,apgd1,1.5,lid,0.0,94.0
52,apgd1,1.5,rc,0.4,94.8
53,apgd1,1.5,magnet,0.1,92.5
54,apgd1,2.0,baard_2stage,12.8,93.10000000000001
55,apgd1,2.0,baard_3stage,17.9,93.5
56,apgd1,2.0,fs,4.9,95.1
57,apgd1,2.0,lid,0.0,91.7
58,apgd1,2.0,rc,0.4,92.80000000000001
59,apgd1,2.0,magnet,0.1,91.5
60,apgd1,3.0,baard_2stage,12.8,88.5
61,apgd1,3.0,baard_3stage,17.9,89.9
