,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,apgd,0.031,baard_2stage,12.5,27.6
1,apgd,0.031,baard_3stage,16.2,35.199999999999996
2,apgd,0.031,fs,5.2,19.2
3,apgd,0.031,lid,0.0,0.1
4,apgd,0.031,rc,89.0,11.0
5,apgd,0.031,magnet,0.4,30.3
6,apgd,0.3,baard_2stage,12.5,99.4
7,apgd,0.3,baard_3stage,16.2,99.5
8,apgd,0.3,fs,5.2,0.0
9,apgd,0.3,lid,0.2,82.0
10,apgd,0.3,rc,89.0,11.0
11,apgd,0.3,magnet,0.4,100.0
12,apgd,0.6,baard_2stage,12.5,100.0
13,apgd,0.6,baard_3stage,16.2,100.0
14,apgd,0.6,fs,5.2,0.0
15,apgd,0.6,lid,0.2,91.9
16,apgd,0.6,rc,89.0,11.0
17,apgd,0.6,magnet,0.4,100.0
18,apgd,1.0,baard_2stage,12.5,100.0
19,apgd,1.0,baard_3stage,16.2,100.0
20,apgd,1.0,fs,5.2,0.0
21,apgd,1.0,lid,0.0,95.0
22,apgd,1.0,rc,89.0,11.0
23,apgd,1.0,magnet,0.4,100.0
24,apgd,1.5,baard_2stage,12.5,100.0
25,apgd,1.5,baard_3stage,16.2,100.0
26,apgd,1.5,fs,5.2,0.0
27,apgd,1.5,lid,0.1,91.3
28,apgd,1.5,rc,89.0,11.0
29,apgd,1.5,magnet,0.4,100.0
30,apgd1,0.3,baard_2stage,12.5,99.5
31,apgd1,0.3,baard_3stage,16.2,99.5
32,apgd1,0.3,fs,5.2,99.7
33,apgd1,0.3,lid,0.0,99.4
34,apgd1,0.3,rc,89.0,11.0
35,apgd1,0.3,magnet,0.4,98.0
36,apgd1,0.6,baard_2stage,12.5,99.0
37,apgd1,0.6,baard_3stage,16.2,99.0
38,apgd1,0.6,fs,5.2,99.3
39,apgd1,0.6,lid,0.0,98.9
40,apgd1,0.6,rc,89.0,11.0
41,apgd1,0.6,magnet,0.4,98.0
42,apgd1,1.0,baard_2stage,12.5,98.5
43,apgd1,1.0,baard_3stage,16.2,98.5
44,apgd1,1.0,fs,5.2,98.8
45,apgd1,1.0,lid,0.0,98.3
46,apgd1,1.0,rc,89.0,11.0
47,apgd1,1.0,magnet,0.4,97.7
48,apgd1,1.5,baard_2stage,12.5,97.2
49,apgd1,1.5,baard_3stage,16.2,97.3
50,apgd1,1.5,fs,5.2,98.0
51,apgd1,1.5,lid,0.0,96.6
52,apgd1,1.5,rc,89.0,11.0
53,apgd1,1.5,magnet,0.4,96.89999999999999
54,apgd1,2.0,baard_2stage,12.5,95.39999999999999
55,apgd1,2.0,baard_3stage,16.2,95.6
56,apgd1,2.0,fs,5.2,97.1
57,apgd1,2.0,lid,0.0,94.8
58,apgd1,2.0,rc,89.0,11.0
59,apgd1,2.0,magnet,0.4,95.89999999999999
60,apgd1,3.0,baard_2stage,12.5,92.4
61,apgd1,3.0,baard_3stage,16.2,92.7
62,apgd1,3.0,fs,5.2,96.0
63,apgd1,3.0,lid,0.0,91.3
64,apgd1,3.0,rc,89.0,11.0
65,apgd1,3.0,magnet,0.4,94.19999999999999
66,apgd1,5.0,baard_2stage,12.5,84.2
67,apgd1,5.0,baard_3stage,16.2,85.2
68,apgd1,5.0,fs,5.2,92.10000000000001
69,apgd1,5.0,lid,0.0,82.5
70,apgd1,5.0,rc,89.0,11.0
71,apgd1,5.0,magnet,0.4,86.6
72,apgd2,0.3,baard_3stage,16.2,58.099999999999994
73,apgd2,0.3,fs,5.2,80.10000000000001
74,apgd2,0.3,lid,0.0,46.7
75,apgd2,0.3,rc,89.0,11.0
76,apgd2,0.3,magnet,0.4,61.9
77,apgd2,0.6,baard_2stage,12.5,31.4
78,apgd2,0.6,baard_3stage,16.2,38.3
79,apgd2,0.6,fs,5.2,55.00000000000001
80,apgd2,0.6,lid,0.0,17.4
81,apgd2,0.6,rc,89.0,11.0
82,apgd2,0.6,magnet,0.4,32.1
83,apgd2,1.0,baard_2stage,12.5,31.900000000000002
84,apgd2,1.0,baard_3stage,16.2,38.5
85,apgd2,1.0,fs,5.2,29.799999999999997
86,apgd2,1.0,lid,0.0,12.9
87,apgd2,1.0,rc,89.0,11.0
88,apgd2,1.0,magnet,0.4,32.5
89,apgd2,1.5,baard_2stage,12.5,31.5
90,apgd2,1.5,baard_3stage,16.2,38.5
91,apgd2,1.5,fs,5.2,14.7
92,apgd2,1.5,lid,0.0,9.8
93,apgd2,1.5,rc,89.0,11.0
94,apgd2,1.5,magnet,0.4,43.2
95,apgd2,2.0,baard_2stage,12.5,32.800000000000004
96,apgd2,2.0,baard_3stage,16.2,39.5
97,apgd2,2.0,fs,5.2,8.4
98,apgd2,2.0,lid,0.0,6.6000000000000005
99,apgd2,2.0,rc,89.0,11.0
100,apgd2,2.0,magnet,0.4,59.699999999999996
101,apgd2,3.0,baard_2stage,12.5,35.9
102,apgd2,3.0,baard_3stage,16.2,42.4
103,apgd2,3.0,fs,5.2,3.1
104,apgd2,3.0,lid,1.7999999999999998,26.900000000000002
105,apgd2,3.0,rc,89.0,11.0
106,apgd2,3.0,magnet,0.4,83.0
107,apgd2,5.0,baard_2stage,12.5,52.400000000000006
108,apgd2,5.0,baard_3stage,16.2,57.99999999999999
109,apgd2,5.0,fs,5.2,0.6
110,apgd2,5.0,lid,1.3,53.800000000000004
111,apgd2,5.0,rc,89.0,11.0
112,apgd2,5.0,magnet,0.4,99.3
113,cw2,0.0,baard_2stage,12.5,16.400000000000002
114,cw2,0.0,baard_3stage,16.2,26.200000000000003
115,cw2,0.0,fs,5.2,4.7
116,cw2,0.0,lid,7.3999999999999995,72.0
117,cw2,0.0,rc,89.0,11.0
118,cw2,0.0,magnet,0.4,85.5
119,cw2,10.0,baard_2stage,12.5,17.0
120,cw2,10.0,baard_3stage,16.2,26.5
121,cw2,10.0,fs,5.2,75.7
