,Attack,Adv_param,Defence,FPR,Acc_on_adv
0,apgd,0.063,baard_2stage,6.2,100.0
1,apgd,0.063,baard_3stage,9.5,100.0
2,apgd,0.063,fs,4.8,99.8
3,apgd,0.063,lid,0.0,80.80000000000001
4,apgd,0.063,magnet,0.2,100.0
5,apgd,0.063,rc,1.5,87.6
6,apgd,0.3,baard_2stage,6.2,100.0
7,apgd,0.3,baard_3stage,9.5,100.0
8,apgd,0.3,fs,4.8,92.0
9,apgd,0.3,lid,4.9,43.1
10,apgd,0.3,magnet,0.2,100.0
11,apgd,0.3,rc,1.5,0.0
12,apgd,1.0,baard_2stage,6.2,100.0
13,apgd,1.0,baard_3stage,9.5,100.0
14,apgd,1.0,fs,4.8,0.3
15,apgd,1.0,lid,0.4,71.3
16,apgd,1.0,magnet,0.2,100.0
17,apgd,1.0,rc,1.5,0.0
18,apgd,1.5,baard_2stage,6.2,100.0
19,apgd,1.5,baard_3stage,9.5,100.0
20,apgd,1.5,fs,4.8,0.3
21,apgd,1.5,lid,0.6,74.8
22,apgd,1.5,magnet,0.2,100.0
23,apgd,1.5,rc,1.5,0.0
24,apgd1,0.3,baard_2stage,6.2,100.0
25,apgd1,0.3,baard_3stage,9.5,100.0
26,apgd1,0.3,fs,4.8,100.0
27,apgd1,0.3,lid,0.0,100.0
28,apgd1,0.3,magnet,0.2,100.0
29,apgd1,0.3,rc,1.5,98.5
30,apgd1,1.0,baard_2stage,6.2,100.0
31,apgd1,1.0,baard_3stage,9.5,100.0
32,apgd1,1.0,fs,4.8,100.0
33,apgd1,1.0,lid,0.0,99.7
34,apgd1,1.0,magnet,0.2,99.8
35,apgd1,1.0,rc,1.5,98.5
36,apgd1,1.5,baard_2stage,6.2,100.0
37,apgd1,1.5,baard_3stage,9.5,100.0
38,apgd1,1.5,fs,4.8,100.0
39,apgd1,1.5,lid,0.0,99.3
40,apgd1,1.5,magnet,0.2,99.8
41,apgd1,1.5,rc,1.5,98.3
42,apgd1,2.0,baard_2stage,6.2,100.0
43,apgd1,2.0,baard_3stage,9.5,100.0
44,apgd1,2.0,fs,4.8,100.0
45,apgd1,2.0,lid,0.0,99.1
46,apgd1,2.0,magnet,0.2,99.7
47,apgd1,2.0,rc,1.5,98.3
48,apgd1,3.0,baard_2stage,6.2,100.0
49,apgd1,3.0,baard_3stage,9.5,100.0
50,apgd1,3.0,fs,4.8,100.0
51,apgd1,3.0,lid,0.0,98.4
52,apgd1,3.0,magnet,0.2,99.1
53,apgd1,3.0,rc,1.5,98.1
54,apgd1,5.0,baard_2stage,6.2,100.0
55,apgd1,5.0,baard_3stage,9.5,100.0
56,apgd1,5.0,fs,4.8,99.9
57,apgd1,5.0,lid,0.0,96.39999999999999
58,apgd1,5.0,magnet,0.2,98.7
59,apgd1,5.0,rc,1.5,97.3
60,apgd2,0.063,baard_2stage,6.2,100.0
61,apgd2,0.063,baard_3stage,9.5,100.0
62,apgd2,0.063,fs,4.8,100.0
63,apgd2,0.063,lid,0.0,99.7
64,apgd2,0.063,magnet,0.2,99.8
65,apgd2,0.063,rc,1.5,98.5
66,apgd2,0.3,baard_2stage,6.2,100.0
67,apgd2,0.3,baard_3stage,9.5,100.0
68,apgd2,0.3,fs,4.8,100.0
69,apgd2,0.3,lid,0.0,97.6
70,apgd2,0.3,magnet,0.2,99.1
71,apgd2,0.3,rc,1.5,97.8
72,apgd2,0.6,baard_2stage,6.2,100.0
73,apgd2,0.6,baard_3stage,9.5,100.0
74,apgd2,0.6,fs,4.8,99.8
75,apgd2,0.6,lid,0.0,91.60000000000001
76,apgd2,0.6,magnet,0.2,97.8
77,apgd2,0.6,rc,1.5,94.5
78,apgd2,1.0,baard_2stage,6.2,100.0
79,apgd2,1.0,baard_3stage,9.5,100.0
80,apgd2,1.0,fs,4.8,99.2
81,apgd2,1.0,lid,0.6,69.89999999999999
82,apgd2,1.0,magnet,0.2,96.3
83,apgd2,1.0,rc,1.5,80.4
84,apgd2,1.5,baard_2stage,6.2,100.0
85,apgd2,1.5,baard_3stage,9.5,100.0
86,apgd2,1.5,fs,4.8,98.4
87,apgd2,1.5,lid,5.800000000000001,44.1
88,apgd2,1.5,magnet,0.2,98.3
89,apgd2,1.5,rc,1.5,48.4
90,apgd2,2.0,baard_2stage,6.2,100.0
91,apgd2,2.0,baard_3stage,9.5,100.0
92,apgd2,2.0,fs,4.8,95.0
93,apgd2,2.0,lid,7.199999999999999,31.3
94,apgd2,2.0,magnet,0.2,99.0
95,apgd2,2.0,rc,1.5,21.7
96,apgd2,3.0,baard_2stage,6.2,100.0
97,apgd2,3.0,baard_3stage,9.5,100.0
98,apgd2,3.0,fs,4.8,62.2
99,apgd2,3.0,lid,7.1,17.7
100,apgd2,3.0,magnet,0.2,99.8
101,apgd2,3.0,rc,1.5,2.9000000000000004
102,apgd2,5.0,baard_2stage,6.2,100.0
103,apgd2,5.0,baard_3stage,9.5,100.0
104,apgd2,5.0,fs,4.8,5.800000000000001
105,apgd2,5.0,lid,10.9,44.1
106,apgd2,5.0,magnet,0.2,100.0
107,apgd2,5.0,rc,1.5,0.5
108,boundary,0.3,baard_2stage,6.2,100.0
109,boundary,0.3,baard_3stage,9.5,100.0
110,boundary,0.3,fs,4.8,100.0
111,boundary,0.3,lid,8.4,64.7
112,boundary,0.3,magnet,0.2,99.9
113,boundary,0.3,rc,1.5,66.10000000000001
114,cw2,0.0,baard_2stage,6.2,100.0
115,cw2,0.0,baard_3stage,8.6,100.0
116,cw2,0.0,fs,4.8,100.0
117,cw2,0.0,lid,8.1,25.0
118,cw2,0.0,magnet,0.2,99.5
119,cw2,0.0,rc,1.5,82.69999999999999
120,cw2,10.0,baard_2stage,6.2,100.0
